"Story","Title","Result","Date","Stability","Duration (s)"
"Utilities CRUD test","Get the version of Application","SUCCESS","2022-06-07T14:56:16.875+02:00[Europe/Paris]","0.0","0.02"
"Utilities CRUD test","Get the Health check of Application","SUCCESS","2022-06-07T14:56:16.898+02:00[Europe/Paris]","0.0","0.06"
